Scaffold	GeneID	BioType
NC_031972.2	LOC100702868	protein_coding
NC_031972.2	ldhd	protein_coding
NC_031972.2	trnag-gcc	tRNA
NC_031972.2	trnag-gcc	tRNA
NC_031972.2	trnag-gcc	tRNA
NC_031972.2	trnag-gcc	tRNA
NC_031972.2	trnag-gcc	tRNA
NC_031972.2	trnag-gcc	tRNA
NC_031972.2	LOC112847423	protein_coding
NC_031972.2	LOC112847424	lncRNA
NC_031972.2	LOC109202767	lncRNA
NC_031972.2	trnag-gcc	tRNA
NC_031972.2	trnag-gcc	tRNA
NC_031972.2	trnag-gcc	tRNA
NC_031972.2	znrf1	protein_coding
NC_031972.2	gins3	protein_coding
NC_031972.2	ndrg4	protein_coding
NC_031972.2	LOC100703406	protein_coding
NC_031972.2	LOC100703682	protein_coding
NC_031972.2	LOC109194540	protein_coding
NC_031972.2	LOC102079422	protein_coding
NC_031972.2	LOC102080128	protein_coding
NC_031972.2	LOC102080210	protein_coding
NC_031972.2	LOC109202801	protein_coding
NC_031972.2	LOC109202835	lncRNA
NC_031972.2	LOC100704220	protein_coding
NC_031972.2	smpd3	protein_coding
NC_031972.2	LOC100710115	protein_coding
NC_031972.2	LOC109202766	protein_coding
NC_031972.2	LOC109202765	protein_coding
NC_031972.2	LOC100710378	protein_coding
NC_031972.2	LOC100710644	protein_coding
NC_031972.2	LOC106096566	protein_coding
NC_031972.2	LOC100710909	lncRNA
NC_031972.2	LOC100711174	protein_coding
NC_031972.2	LOC100711446	lncRNA
NC_031972.2	LOC102080043	lncRNA
NC_031972.2	LOC102080381	protein_coding
NC_031972.2	LOC109202764	protein_coding
NC_031972.2	LOC100711717	protein_coding
NC_031972.2	LOC100704759	protein_coding
NC_031972.2	LOC102081201	protein_coding
NC_031972.2	prmt7	protein_coding
NC_031972.2	ciapin1	protein_coding
NC_031972.2	coq9	protein_coding
NC_031972.2	polr2c	protein_coding
NC_031972.2	LOC102081853	protein_coding
NC_031972.2	wwp2	protein_coding
NC_031972.2	adat1	protein_coding
NC_031972.2	LOC100690169	protein_coding
NC_031972.2	tmem231	protein_coding
NC_031972.2	LOC100705826	protein_coding
NC_031972.2	LOC100706089	protein_coding
NC_031972.2	LOC109202763	protein_coding
NC_031972.2	LOC109202975	pseudogene
NC_031972.2	LOC102080413	pseudogene
NC_031972.2	LOC109202974	protein_coding
NC_031972.2	LOC109202972	protein_coding
NC_031972.2	LOC109203011	protein_coding
NC_031972.2	LOC100706353	protein_coding
NC_031972.2	LOC100706621	protein_coding
NC_031972.2	spire2	protein_coding
NC_031972.2	sntb2	protein_coding
NC_031972.2	vps4a	protein_coding
NC_031972.2	cdk10	protein_coding
NC_031972.2	LOC100707691	protein_coding
NC_031972.2	chmp1a	protein_coding
NC_031972.2	LOC100690979	protein_coding
NC_031972.2	fanca	protein_coding
NC_031972.2	znf276	protein_coding
NC_031972.2	LOC109202762	protein_coding
NC_031972.2	LOC100691510	protein_coding
NC_031972.2	LOC100691242	protein_coding
NC_031972.2	LOC109194301	protein_coding
NC_031972.2	LOC100691779	protein_coding
NC_031972.2	LOC100692050	protein_coding
NC_031972.2	LOC112847520	lncRNA
NC_031972.2	LOC112847496	protein_coding
NC_031972.2	LOC100708232	protein_coding
NC_031972.2	arntl	protein_coding
NC_031972.2	LOC100708499	protein_coding
NC_031972.2	LOC112847565	lncRNA
NC_031972.2	far1	protein_coding
NC_031972.2	LOC102078047	protein_coding
NC_031972.2	LOC100692860	protein_coding
NC_031972.2	kdelc2	protein_coding
NC_031972.2	LOC100709038	protein_coding
NC_031972.2	LOC100709311	protein_coding
NC_031972.2	LOC100693406	protein_coding
NC_031972.2	LOC100693668	protein_coding
NC_031972.2	LOC100709577	protein_coding
NC_031972.2	LOC100693935	protein_coding
NC_031972.2	LOC100709849	protein_coding
NC_031972.2	LOC112847273	lncRNA
NC_031972.2	LOC100694209	protein_coding
NC_031972.2	LOC100710117	protein_coding
NC_031972.2	LOC100710380	protein_coding
NC_031972.2	LOC100710911	protein_coding
NC_031972.2	tcp11l1	protein_coding
NC_031972.2	LOC100711448	protein_coding
NC_031972.2	ccdc73	protein_coding
NC_031972.2	LOC109202761	protein_coding
NC_031972.2	LOC100694473	protein_coding
NC_031972.2	LOC100694742	protein_coding
NC_031972.2	LOC100711719	protein_coding
NC_031972.2	LOC102080780	protein_coding
NC_031972.2	LOC109202760	lncRNA
NC_031972.2	LOC112847398	lncRNA
NC_031972.2	LOC102080970	protein_coding
NC_031972.2	LOC100711988	protein_coding
NC_031972.2	LOC100712256	protein_coding
NC_031972.2	fa2h	protein_coding
NC_031972.2	LOC112847393	lncRNA
NC_031972.2	csnk2a2	protein_coding
NC_031972.2	LOC100689906	protein_coding
NC_031972.2	usb1	protein_coding
NC_031972.2	LOC100695535	protein_coding
NC_031972.2	lcat	protein_coding
NC_031972.2	uba2	protein_coding
NC_031972.2	LOC100690714	protein_coding
NC_031972.2	slc7a5	protein_coding
NC_031972.2	LOC112847581	lncRNA
NC_031972.2	klhdc4	protein_coding
NC_031972.2	LOC100696591	protein_coding
NC_031972.2	zcchc14	protein_coding
NC_031972.2	map1lc3b	protein_coding
NC_031972.2	LOC106096641	lncRNA
NC_031972.2	det1	protein_coding
NC_031972.2	LOC102076446	lncRNA
NC_031972.2	LOC102076504	lncRNA
NC_031972.2	ranbp10	protein_coding
NC_031972.2	tsnaxip1	protein_coding
NC_031972.2	nutf2	protein_coding
NC_031972.2	edc4	protein_coding
NC_031972.2	nrn1l	protein_coding
NC_031972.2	LOC102077140	lncRNA
NC_031972.2	pskh1	protein_coding
NC_031972.2	mbtps1	protein_coding
NC_031972.2	LOC100697923	protein_coding
NC_031972.2	necab2	protein_coding
NC_031972.2	LOC102081138	protein_coding
NC_031972.2	LOC109202757	protein_coding
NC_031972.2	LOC100698195	protein_coding
NC_031972.2	LOC100698459	protein_coding
NC_031972.2	LOC100698727	protein_coding
NC_031972.2	LOC100698998	protein_coding
NC_031972.2	nlrc5	protein_coding
NC_031972.2	cpne2	protein_coding
NC_031972.2	fam192a	protein_coding
NC_031972.2	LOC112847266	lncRNA
NC_031972.2	LOC109202756	lncRNA
NC_031972.2	LOC109202971	protein_coding
NC_031972.2	exosc6	protein_coding
NC_031972.2	aars	protein_coding
NC_031972.2	st3gal2	protein_coding
NC_031972.2	LOC102079321	lncRNA
NC_031972.2	LOC112847589	rRNA
NC_031972.2	sf3b3	protein_coding
NC_031972.2	il34	protein_coding
NC_031972.2	lonp2	protein_coding
NC_031972.2	LOC102079837	protein_coding
NC_031972.2	lg7h5orf30	protein_coding
NC_031972.2	LOC102080126	protein_coding
NC_031972.2	reep5	protein_coding
NC_031972.2	chd1	protein_coding
NC_031972.2	syk	protein_coding
NC_031972.2	LOC100700973	protein_coding
NC_031972.2	nfil3	protein_coding
NC_031972.2	ror2	protein_coding
NC_031972.2	sptlc1	protein_coding
NC_031972.2	LOC100694211	protein_coding
NC_031972.2	LOC112847550	lncRNA
NC_031972.2	megf10	protein_coding
NC_031972.2	LOC100694744	protein_coding
NC_031972.2	nadk2	protein_coding
NC_031972.2	skp2	protein_coding
NC_031972.2	LOC100695537	protein_coding
NC_031972.2	LOC100701794	protein_coding
NC_031972.2	scai	protein_coding
NC_031972.2	odf2	protein_coding
NC_031972.2	sptan1	protein_coding
NC_031972.2	wdr34	protein_coding
NC_031972.2	LOC100703133	protein_coding
NC_031972.2	LOC109202753	lncRNA
NC_031972.2	LOC100696329	protein_coding
NC_031972.2	zdhhc12	protein_coding
NC_031972.2	LOC112847512	lncRNA
NC_031972.2	LOC100696859	protein_coding
NC_031972.2	LOC100697124	protein_coding
NC_031972.2	LOC100697396	protein_coding
NC_031972.2	LOC112847513	lncRNA
NC_031972.2	LOC100697662	protein_coding
NC_031972.2	mapkap1	protein_coding
NC_031972.2	LOC100697925	protein_coding
NC_031972.2	LOC112847504	pseudogene
NC_031972.2	pam	protein_coding
NC_031972.2	pomk	protein_coding
NC_031972.2	LOC100700258	protein_coding
NC_031972.2	minar2	protein_coding
NC_031972.2	LOC100704048	protein_coding
NC_031972.2	LOC102076108	lncRNA
NC_031972.2	slc27a6	protein_coding
NC_031972.2	LOC102076393	lncRNA
NC_031972.2	prrc1	protein_coding
NC_031972.2	lage3	protein_coding
NC_031972.2	wdr45	protein_coding
NC_031972.2	LOC100698461	protein_coding
NC_031972.2	zcchc9	protein_coding
NC_031972.2	LOC100705560	protein_coding
NC_031972.2	LOC112847516	lncRNA
NC_031972.2	LOC100698729	protein_coding
NC_031972.2	LOC100699000	protein_coding
NC_031972.2	cetn3	protein_coding
NC_031972.2	LOC100706088	protein_coding
NC_031972.2	LOC100706525	protein_coding
NC_031972.2	LOC100699265	protein_coding
NC_031972.2	LOC100706797	protein_coding
NC_031972.2	LOC112847517	lncRNA
NC_031972.2	LOC100707064	protein_coding
NC_031972.2	LOC106096577	protein_coding
NC_031972.2	acads	protein_coding
NC_031972.2	crybb1	protein_coding
NC_031972.2	cryba4	protein_coding
NC_031972.2	grk3	protein_coding
NC_031972.2	myo18b	protein_coding
NC_031972.2	LOC102078914	lncRNA
NC_031972.2	trnap-ugg	tRNA
NC_031972.2	sez6l	protein_coding
NC_031972.2	LOC106096901	lncRNA
NC_031972.2	LOC112847607	pseudogene
NC_031972.2	LOC100700344	protein_coding
NC_031972.2	scarb1	protein_coding
NC_031972.2	LOC112847618	pseudogene
NC_031972.2	purb	protein_coding
NC_031972.2	LOC102080239	protein_coding
NC_031972.2	polm	protein_coding
NC_031972.2	LOC100701163	protein_coding
NC_031972.2	mrps24	protein_coding
NC_031972.2	nudcd3	protein_coding
NC_031972.2	camk2b	protein_coding
NC_031972.2	ogdh	protein_coding
NC_031972.2	LOC100701705	protein_coding
NC_031972.2	zmiz2	protein_coding
NC_031972.2	ppia	protein_coding
NC_031972.2	dusp26	protein_coding
NC_031972.2	ddx56	protein_coding
NC_031972.2	LOC100702784	protein_coding
NC_031972.2	LOC109202750	protein_coding
NC_031972.2	LOC112847576	protein_coding
NC_031972.2	LOC102082107	protein_coding
NC_031972.2	ash2l	protein_coding
NC_031972.2	LOC100703321	protein_coding
NC_031972.2	ralgps1	protein_coding
NC_031972.2	LOC112847356	lncRNA
NC_031972.2	LOC102082667	protein_coding
NC_031972.2	fbxw2	protein_coding
NC_031972.2	LOC100703864	protein_coding
NC_031972.2	LOC112847409	lncRNA
NC_031972.2	dennd1a	protein_coding
NC_031972.2	LOC100704402	protein_coding
NC_031972.2	psmb7	protein_coding
NC_031972.2	LOC112847521	lncRNA
NC_031972.2	LOC100704669	protein_coding
NC_031972.2	derl2	protein_coding
NC_031972.2	LOC100704941	protein_coding
NC_031972.2	LOC100705206	protein_coding
NC_031972.2	LOC100710292	protein_coding
NC_031972.2	LOC100711808	protein_coding
NC_031972.2	LOC100712075	protein_coding
NC_031972.2	LOC112847433	lncRNA
NC_031972.2	ythdc2	protein_coding
NC_031972.2	dcp2	protein_coding
NC_031972.2	LOC100712342	protein_coding
NC_031972.2	LOC100705995	protein_coding
NC_031972.2	LOC112847376	lncRNA
NC_031972.2	il6st	protein_coding
NC_031972.2	LOC100706527	protein_coding
NC_031972.2	LOC102078147	lncRNA
NC_031972.2	slc38a9	protein_coding
NC_031972.2	LOC100707336	protein_coding
NC_031972.2	LOC112847377	lncRNA
NC_031972.2	LOC100693282	protein_coding
NC_031972.2	cnnm3	protein_coding
NC_031972.2	neu3b	protein_coding
NC_031972.2	LOC100694089	protein_coding
NC_031972.2	LOC100694361	protein_coding
NC_031972.2	LOC100694629	protein_coding
NC_031972.2	LOC100708998	protein_coding
NC_031972.2	LOC100709269	protein_coding
NC_031972.2	LOC100694890	protein_coding
NC_031972.2	LOC112847552	lncRNA
NC_031972.2	LOC100695160	protein_coding
NC_031972.2	LOC100709536	protein_coding
NC_031972.2	LOC100709806	protein_coding
NC_031972.2	LOC100710076	protein_coding
NC_031972.2	LOC100710339	protein_coding
NC_031972.2	LOC100710605	protein_coding
NC_031972.2	tor4a	protein_coding
NC_031972.2	brap	protein_coding
NC_031972.2	naa25	protein_coding
NC_031972.2	LOC100711137	protein_coding
NC_031972.2	LOC100695950	protein_coding
NC_031972.2	LOC102082601	protein_coding
NC_031972.2	LOC100712226	protein_coding
NC_031972.2	LOC112847358	lncRNA
NC_031972.2	ptpn11	protein_coding
NC_031972.2	tmed2	protein_coding
NC_031972.2	ddx55	protein_coding
NC_031972.2	eif2b1	protein_coding
NC_031972.2	bcl7a	protein_coding
NC_031972.2	LOC100690138	protein_coding
NC_031972.2	LOC100690406	protein_coding
NC_031972.2	denr	protein_coding
NC_031972.2	ccdc62	protein_coding
NC_031972.2	LOC100690950	protein_coding
NC_031972.2	rilpl1	protein_coding
NC_031972.2	kmt5a	protein_coding
NC_031972.2	sbno1	protein_coding
NC_031972.2	cdk2ap1	protein_coding
NC_031972.2	mphosph9	protein_coding
NC_031972.2	LOC100692021	protein_coding
NC_031972.2	LOC100692292	protein_coding
NC_031972.2	LOC109202748	lncRNA
NC_031972.2	LOC112847481	lncRNA
NC_031972.2	LOC100698789	protein_coding
NC_031972.2	LOC100699062	protein_coding
NC_031972.2	LOC100699603	protein_coding
NC_031972.2	hnrnpd	protein_coding
NC_031972.2	enoph1	protein_coding
NC_031972.2	LOC102078962	lncRNA
NC_031972.2	tmem150c	protein_coding
NC_031972.2	LOC109202746	protein_coding
NC_031972.2	sec31a	protein_coding
NC_031972.2	LOC106099039	lncRNA
NC_031972.2	lin54	protein_coding
NC_031972.2	cops4	protein_coding
NC_031972.2	plac8	protein_coding
NC_031972.2	adamts6	protein_coding
NC_031972.2	cwc27	protein_coding
NC_031972.2	ppwd1	protein_coding
NC_031972.2	trim23	protein_coding
NC_031972.2	LOC100702218	protein_coding
NC_031972.2	lhx5	protein_coding
NC_031972.2	LOC106099038	lncRNA
NC_031972.2	gcnt4	protein_coding
NC_031972.2	LOC100694446	protein_coding
NC_031972.2	LOC100702486	protein_coding
NC_031972.2	LOC100694717	protein_coding
NC_031972.2	LOC100698817	protein_coding
NC_031972.2	LOC100693852	pseudogene
NC_031972.2	LOC100694976	protein_coding
NC_031972.2	LOC109202970	protein_coding
NC_031972.2	LOC100702757	protein_coding
NC_031972.2	LOC109203005	protein_coding
NC_031972.2	LOC109202745	protein_coding
NC_031972.2	LOC109202749	protein_coding
NC_031972.2	LOC100695247	protein_coding
NC_031972.2	LOC102081814	lncRNA
NC_031972.2	LOC100695510	protein_coding
NC_031972.2	LOC109202744	protein_coding
NC_031972.2	LOC100696035	protein_coding
NC_031972.2	LOC100696301	protein_coding
NC_031972.2	LOC100696562	protein_coding
NC_031972.2	s100z	protein_coding
NC_031972.2	crhbp	protein_coding
NC_031972.2	pde8b	protein_coding
NC_031972.2	wdr41	protein_coding
NC_031972.2	otp	protein_coding
NC_031972.2	tbca	protein_coding
NC_031972.2	LOC112847259	lncRNA
NC_031972.2	ap3b1	protein_coding
NC_031972.2	scamp1	protein_coding
NC_031972.2	lhfpl2	protein_coding
NC_031972.2	arsb	protein_coding
NC_031972.2	LOC109203034	lncRNA
NC_031972.2	LOC112847538	lncRNA
NC_031972.2	LOC112847524	lncRNA
NC_031972.2	LOC112847530	protein_coding
NC_031972.2	LOC112847529	protein_coding
NC_031972.2	LOC100708032	protein_coding
NC_031972.2	dmgdh	protein_coding
NC_031972.2	LOC102076053	lncRNA
NC_031972.2	LOC100704302	protein_coding
NC_031972.2	LOC100704031	protein_coding
NC_031972.2	LOC112847400	lncRNA
NC_031972.2	homer1	protein_coding
NC_031972.2	LOC100707233	protein_coding
NC_031972.2	dtwd2	protein_coding
NC_031972.2	LOC100703764	protein_coding
NC_031972.2	lg7h2orf42	protein_coding
NC_031972.2	LOC112847313	lncRNA
NC_031972.2	LOC100694613	protein_coding
NC_031972.2	LOC100694878	protein_coding
NC_031972.2	LOC100708442	protein_coding
NC_031972.2	LOC100695146	protein_coding
NC_031972.2	pik3r1	protein_coding
NC_031972.2	LOC109202742	lncRNA
NC_031972.2	LOC102077654	lncRNA
NC_031972.2	mast4	protein_coding
NC_031972.2	LOC100695669	protein_coding
NC_031972.2	srek1	protein_coding
NC_031972.2	erbin	protein_coding
NC_031972.2	nln	protein_coding
NC_031972.2	sgtb	protein_coding
NC_031972.2	trappc13	protein_coding
NC_031972.2	LOC106098552	protein_coding
NC_031972.2	LOC100697530	protein_coding
NC_031972.2	LOC100697801	protein_coding
NC_031972.2	LOC109202741	lncRNA
NC_031972.2	LOC109203051	lncRNA
NC_031972.2	LOC102079495	protein_coding
NC_031972.2	LOC100698067	protein_coding
NC_031972.2	bdp1	protein_coding
NC_031972.2	dab2	protein_coding
NC_031972.2	c9	protein_coding
NC_031972.2	LOC100698868	protein_coding
NC_031972.2	LOC100705870	protein_coding
NC_031972.2	LOC100699135	protein_coding
NC_031972.2	LOC100699402	protein_coding
NC_031972.2	LOC100699672	protein_coding
NC_031972.2	LOC100706137	protein_coding
NC_031972.2	dck	protein_coding
NC_031972.2	LOC100706667	protein_coding
NC_031972.2	tnpo1	protein_coding
NC_031972.2	fcho2	protein_coding
NC_031972.2	foxd1	protein_coding
NC_031972.2	btf3	protein_coding
NC_031972.2	ankra2	protein_coding
NC_031972.2	LOC112847369	lncRNA
NC_031972.2	arhgef28	protein_coding
NC_031972.2	enc1	protein_coding
NC_031972.2	hexb	protein_coding
NC_031972.2	gfm2	protein_coding
NC_031972.2	nsa2	protein_coding
NC_031972.2	LOC100700751	protein_coding
NC_031972.2	egfl7	protein_coding
NC_031972.2	LOC100701022	protein_coding
NC_031972.2	LOC109203024	protein_coding
NC_031972.2	LOC109202798	lncRNA
NC_031972.2	LOC109202787	lncRNA
NC_031972.2	LOC100701295	protein_coding
NC_031972.2	LOC109202747	lncRNA
NC_031972.2	LOC100701567	protein_coding
NC_031972.2	LOC112847343	lncRNA
NC_031972.2	LOC112847344	lncRNA
NC_031972.2	olfm1	protein_coding
NC_031972.2	LOC102076213	lncRNA
NC_031972.2	LOC102076586	lncRNA
NC_031972.2	ppp1r26	protein_coding
NC_031972.2	mrps2	protein_coding
NC_031972.2	fam69b	protein_coding
NC_031972.2	LOC100702373	protein_coding
NC_031972.2	ttll11	protein_coding
NC_031972.2	dab2ip	protein_coding
NC_031972.2	LOC112847267	lncRNA
NC_031972.2	LOC100691107	protein_coding
NC_031972.2	fibcd1	protein_coding
NC_031972.2	LOC102077756	protein_coding
NC_031972.2	LOC112847491	lncRNA
NC_031972.2	aif1l	protein_coding
NC_031972.2	prkaa1	protein_coding
NC_031972.2	ttc33	protein_coding
NC_031972.2	LOC109202739	lncRNA
NC_031972.2	LOC100703727	protein_coding
NC_031972.2	LOC112847562	lncRNA
NC_031972.2	map1b	protein_coding
NC_031972.2	LOC112847319	lncRNA
NC_031972.2	ptcd2	protein_coding
NC_031972.2	cacfd1	protein_coding
NC_031972.2	LOC100704536	protein_coding
NC_031972.2	garnl3	protein_coding
NC_031972.2	LOC112847385	lncRNA
NC_031972.2	ptges	protein_coding
NC_031972.2	usp20	protein_coding
NC_031972.2	rpl7a	protein_coding
NC_031972.2	LOC112847605	snoRNA
NC_031972.2	LOC112847606	snoRNA
NC_031972.2	LOC112847602	snoRNA
NC_031972.2	LOC112847601	snoRNA
NC_031972.2	LOC100693800	protein_coding
NC_031972.2	surf6	protein_coding
NC_031972.2	kyat1	protein_coding
NC_031972.2	spout1	protein_coding
NC_031972.2	LOC109203023	lncRNA
NC_031972.2	LOC109202793	protein_coding
NC_031972.2	LOC100701389	protein_coding
NC_031972.2	miga2	protein_coding
NC_031972.2	dolpp1	protein_coding
NC_031972.2	LOC102076293	lncRNA
NC_031972.2	LOC100692904	protein_coding
NC_031972.2	LOC112847582	lncRNA
NC_031972.2	rapgef1	protein_coding
NC_031972.2	uck1	protein_coding
NC_031972.2	dnlz	protein_coding
NC_031972.2	lrrc8a	protein_coding
NC_031972.2	phyhd1	protein_coding
NC_031972.2	dolk	protein_coding
NC_031972.2	nup188	protein_coding
NC_031972.2	cdk5rap2	protein_coding
NC_031972.2	LOC100694254	protein_coding
NC_031972.2	LOC102078183	protein_coding
NC_031972.2	LOC112847349	lncRNA
NC_031972.2	LOC100694521	protein_coding
NC_031972.2	psmd5	protein_coding
NC_031972.2	LOC112847350	lncRNA
NC_031972.2	LOC100694789	protein_coding
NC_031972.2	LOC100703553	protein_coding
NC_031972.2	sec16a	protein_coding
NC_031972.2	LOC102079280	protein_coding
NC_031972.2	rpl28	protein_coding
NC_031972.2	LOC100704809	protein_coding
NC_031972.2	rpl37	protein_coding
NC_031972.2	LOC112847621	snoRNA
NC_031972.2	LOC112847622	snoRNA
NC_031972.2	st8sia5	protein_coding
NC_031972.2	loxhd1	protein_coding
NC_031972.2	LOC100695851	protein_coding
NC_031972.2	lg7h18orf25	protein_coding
NC_031972.2	atp5f1a	protein_coding
NC_031972.2	LOC112841772	protein_coding
NC_031972.2	LOC100705612	protein_coding
NC_031972.2	LOC100696639	protein_coding
NC_031972.2	LOC100705876	protein_coding
NC_031972.2	LOC102081017	protein_coding
NC_031972.2	LOC100696905	protein_coding
NC_031972.2	LOC100697171	protein_coding
NC_031972.2	LOC100706143	protein_coding
NC_031972.2	LOC100706405	protein_coding
NC_031972.2	LOC100706673	protein_coding
NC_031972.2	LOC100697438	protein_coding
NC_031972.2	kcmf1	protein_coding
NC_031972.2	itga1	protein_coding
NC_031972.2	LOC100707208	protein_coding
NC_031972.2	LOC100707640	lncRNA
NC_031972.2	pstpip2	protein_coding
NC_031972.2	dhx29	protein_coding
NC_031972.2	mtrex	protein_coding
NC_031972.2	trnae-uuc	tRNA
NC_031972.2	plpp1	protein_coding
NC_031972.2	LOC100708917	protein_coding
NC_031972.2	nxnl2	protein_coding
NC_031972.2	gng10	protein_coding
NC_031972.2	rxfp3	protein_coding
NC_031972.2	slc45a2	protein_coding
NC_031972.2	amacr	protein_coding
NC_031972.2	LOC109203018	lncRNA
NC_031972.2	LOC109202794	lncRNA
NC_031972.2	LOC100698771	protein_coding
NC_031972.2	nup54	protein_coding
NC_031972.2	ppef2	protein_coding
NC_031972.2	gsdf	protein_coding
NC_031972.2	LOC100699586	protein_coding
NC_031972.2	LOC100699850	protein_coding
NC_031972.2	klhl8	protein_coding
NC_031972.2	sdad1	protein_coding
NC_031972.2	ptpn13	protein_coding
NC_031972.2	mapk10	protein_coding
NC_031972.2	arhgap24	protein_coding
NC_031972.2	LOC109202795	lncRNA
NC_031972.2	LOC102078124	lncRNA
